subject_name,subject_sort_order,major_unit_name,major_sort_order,minor_unit_name,minor_sort_order,pack_no,question_sort,question,choice_text,body,answer,explanation,is_active
해양경찰학개론,0,해양경찰의 개념,0,해양경찰의 역사,0,301,0,다음은 해양경찰의 변천사를 설명한 것이다. ( ) 안에 들어갈 말은?,㉠ 1953 ㉡ 1996,"문제: …\n\n선지: …",TRUE,정답 ①.,true
